DayNum,NumOT,Totgamepts,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,win/loss
137,0,115,17,47,5,19,19,23,10,22,7,9,4,2,14,1
137,0,139,28,61,4,13,17,23,17,32,15,10,6,4,15,1
137,0,137,28,59,5,20,17,19,9,28,19,4,4,1,11,1
137,0,152,30,53,7,21,10,13,8,23,13,12,5,0,19,1
137,0,134,24,55,7,19,17,23,9,38,16,18,5,3,16,1
137,2,146,24,72,6,24,20,28,23,30,13,22,9,3,18,1
137,0,103,25,55,2,16,7,10,12,43,14,21,3,11,12,1
137,0,127,27,51,4,9,14,19,11,24,19,13,7,6,18,1
137,1,120,22,54,9,27,8,12,5,21,10,9,4,2,16,1
137,0,136,29,54,8,19,11,18,10,24,12,7,5,2,17,1
138,0,158,33,57,5,10,21,27,12,27,20,9,3,5,16,1
138,0,143,23,53,7,14,21,27,12,19,9,9,8,2,20,1
138,0,164,30,60,9,21,14,19,9,22,18,11,4,4,12,1
138,0,159,31,53,10,19,17,22,8,27,21,13,6,3,17,1
138,0,154,32,59,6,13,14,18,11,21,13,10,11,5,9,1
138,0,136,25,51,6,19,17,27,13,22,18,11,5,4,13,1
138,0,150,25,64,7,16,19,23,15,25,15,11,5,7,21,1
138,0,158,31,67,8,25,19,27,16,25,20,11,11,1,22,1
139,0,128,22,44,3,11,24,28,6,27,12,11,8,3,19,1
139,0,103,23,53,3,16,11,22,11,39,9,17,5,12,11,1
139,0,151,32,65,9,20,6,13,19,28,18,17,3,7,13,1
139,0,143,22,51,6,13,24,31,12,24,20,16,5,1,18,1
139,0,162,31,64,7,22,14,20,10,20,14,7,6,4,23,1
139,0,160,28,57,11,28,17,26,19,22,18,14,2,5,12,1
139,0,145,26,47,9,20,17,21,4,29,18,10,4,0,15,1
139,0,109,18,46,6,14,18,26,7,30,12,14,4,5,20,1
143,0,132,25,56,3,8,19,30,14,34,19,13,6,6,12,1
143,0,193,33,62,6,16,30,45,12,25,17,12,9,3,24,1
143,0,115,22,65,4,15,12,19,18,26,9,9,9,3,13,1
143,0,131,27,64,4,18,19,23,13,36,9,12,5,5,23,1
144,0,167,38,66,14,29,13,14,11,25,29,9,10,3,15,1
144,0,129,23,59,5,15,16,17,13,18,17,13,13,2,16,1
144,0,175,36,68,11,19,15,27,11,31,23,9,8,4,17,1
144,0,155,32,59,9,21,11,18,15,21,19,18,11,3,14,1
145,0,157,27,53,2,12,26,32,11,36,15,17,3,8,13,1
145,0,154,25,56,6,20,22,23,13,20,9,13,6,5,24,1
146,0,116,24,52,8,16,8,11,13,24,19,12,7,1,22,1
146,0,132,26,51,5,14,15,16,6,21,13,12,9,2,19,1
152,0,155,31,72,6,19,14,20,18,24,18,11,11,3,25,1
152,0,152,25,62,11,22,22,37,14,34,16,12,6,6,20,1
154,0,161,28,61,5,12,28,40,11,24,13,7,9,0,22,1
134,0,105,17,44,6,16,21,28,10,29,12,10,3,7,16,1
136,0,127,26,59,5,20,11,17,8,39,18,14,8,2,18,1
136,0,136,23,50,13,31,18,28,8,24,14,10,6,1,13,1
136,2,191,32,65,10,23,25,32,10,23,11,12,12,2,17,1
136,0,164,38,69,9,21,5,10,14,27,17,14,10,11,18,1
136,0,144,31,61,7,18,13,20,17,23,12,11,9,10,25,1
136,0,171,31,60,15,33,23,34,11,33,27,14,8,11,24,1
136,0,131,25,60,7,15,9,17,15,24,13,11,4,4,21,1
136,0,119,22,53,5,20,13,23,10,21,14,6,8,3,14,1
136,0,135,20,45,9,19,20,23,13,22,11,16,7,2,16,1
136,0,180,32,55,13,23,20,26,8,18,15,12,6,3,18,1
136,0,101,20,48,3,13,8,12,9,22,11,8,7,2,9,1
136,0,151,26,53,8,19,20,28,19,21,11,13,5,3,15,1
136,0,121,20,52,8,17,14,18,13,19,10,11,3,3,19,1
136,1,143,18,51,6,22,31,40,11,18,9,16,13,10,19,1
136,1,161,30,70,6,18,15,24,20,39,15,20,2,4,24,1
136,0,158,30,55,9,14,11,16,7,21,21,12,4,6,15,1
137,0,139,26,51,8,15,17,22,7,21,17,14,8,3,14,1
137,0,143,27,48,9,23,15,19,10,20,10,11,7,2,12,1
137,0,117,24,47,6,13,19,28,13,28,12,14,5,4,12,1
137,0,123,19,44,2,10,24,25,10,22,11,13,8,1,15,1
137,0,127,21,42,3,10,22,30,6,32,11,15,5,5,19,1
137,0,166,32,68,4,17,21,25,17,33,18,10,2,4,20,1
137,0,137,20,53,7,19,23,33,14,26,16,9,5,4,22,1
137,0,164,30,58,5,17,21,29,9,21,21,9,15,3,16,1
137,0,119,21,52,10,22,16,18,8,30,14,9,5,12,12,1
137,0,155,30,56,4,12,25,36,9,29,18,15,10,1,26,1
137,0,136,27,59,5,17,13,19,6,32,21,14,8,7,14,1
137,0,135,30,55,10,22,9,11,13,27,24,16,8,8,14,1
137,0,122,25,51,8,18,11,14,7,32,12,11,4,1,13,1
137,0,127,24,58,4,15,25,31,14,35,20,9,7,4,16,1
137,0,102,20,54,1,9,12,19,10,20,3,4,7,0,14,1
137,0,119,23,67,7,20,12,19,20,30,15,6,6,3,16,1
138,0,144,28,54,8,20,12,17,11,19,15,13,8,6,19,1
138,0,106,18,50,7,20,11,19,7,15,10,6,6,1,14,1
138,0,156,23,56,11,27,27,30,15,24,14,15,7,3,20,1
138,0,150,38,63,7,21,7,17,14,28,21,11,6,6,21,1
138,0,136,22,55,9,26,16,19,11,19,11,9,9,1,16,1
138,0,143,24,48,7,19,20,26,6,27,6,12,2,3,12,1
138,0,151,34,60,5,14,10,18,11,30,21,16,8,3,22,1
138,0,146,32,66,8,17,10,20,12,28,21,5,6,7,18,1
139,0,156,33,54,8,15,13,16,9,20,14,8,8,1,14,1
139,0,121,27,57,3,17,11,17,11,23,11,5,4,5,15,1
139,0,168,32,58,10,18,11,14,13,29,18,19,3,5,19,1
139,0,141,25,51,8,21,17,23,7,22,17,18,8,3,17,1
139,1,124,26,63,6,17,5,6,5,34,11,12,12,6,18,1
139,0,152,29,53,12,25,17,23,8,30,17,15,4,2,17,1
139,0,127,19,47,5,15,25,33,13,28,12,10,4,5,16,1
139,0,139,24,50,8,16,15,23,5,26,9,7,4,3,16,1
143,0,122,21,52,6,24,15,21,5,23,9,7,13,2,15,1
143,2,197,37,78,8,19,19,29,16,24,19,12,5,11,25,1
143,0,107,22,50,2,16,16,26,13,28,15,13,12,6,17,1
143,0,125,26,65,4,15,13,17,23,26,14,23,11,4,15,1
144,0,121,28,61,8,17,8,10,15,26,14,7,8,1,9,1
144,0,127,22,55,6,15,20,24,16,32,11,14,4,2,20,1
144,0,111,19,44,7,19,14,19,6,26,15,10,8,3,19,1
144,0,149,30,64,4,15,12,15,20,21,15,16,6,3,20,1
145,0,119,21,46,7,15,14,20,12,29,9,20,7,1,16,1
145,0,139,20,52,10,23,23,34,10,26,14,12,5,6,22,1
146,0,149,22,61,11,23,23,29,23,20,15,11,7,0,15,1
146,0,139,24,52,6,18,16,21,13,14,12,11,8,8,20,1
152,0,102,15,49,5,21,17,24,11,21,5,8,12,2,17,1
152,0,135,29,55,13,25,7,9,11,18,20,6,5,1,16,1
154,0,120,23,52,5,17,10,16,11,26,12,12,5,7,14,1
134,0,122,26,50,4,13,14,16,4,25,17,12,10,2,12,1
134,1,158,27,54,4,12,23,28,6,29,17,15,6,1,25,1
135,0,131,23,54,4,16,20,30,10,30,14,13,4,0,14,1
135,0,105,20,59,9,24,10,15,17,23,11,9,5,3,24,1
136,0,118,22,54,7,26,9,11,18,14,11,15,8,1,21,1
136,0,140,24,61,6,22,20,24,10,29,14,10,9,1,22,1
136,0,141,29,54,4,11,16,22,13,23,14,11,3,2,15,1
136,0,133,32,66,9,24,8,9,13,36,20,6,5,6,13,1
136,0,130,29,53,8,23,13,17,9,26,22,12,11,2,15,1
136,0,157,28,52,9,15,21,26,12,31,20,15,6,2,15,1
136,0,141,22,54,5,17,24,28,12,21,14,11,2,1,17,1
136,0,116,24,47,5,11,6,11,6,20,12,9,5,7,8,1
136,0,123,21,57,9,19,11,18,17,24,11,18,12,1,13,1
136,0,125,25,59,8,19,16,25,22,28,18,12,4,1,16,1
136,0,135,26,56,12,24,5,12,10,17,14,3,4,9,18,1
136,0,118,27,66,9,22,5,8,15,30,11,4,5,5,8,1
136,0,130,24,49,5,18,13,15,8,20,10,10,6,5,13,1
136,0,154,22,48,4,11,30,47,13,26,13,16,7,8,20,1
136,0,160,27,55,5,13,25,31,14,23,15,11,6,1,21,1
136,0,130,20,40,12,22,20,25,6,27,13,13,3,2,17,1
137,0,152,23,50,5,19,26,31,8,21,11,14,8,2,21,1
137,0,132,32,60,9,19,14,16,9,29,17,9,9,4,11,1
137,0,107,20,43,4,15,13,20,6,29,14,13,6,10,17,1
137,0,118,21,52,4,14,15,24,12,24,12,9,3,1,15,1
137,0,135,28,47,7,13,10,14,5,28,21,15,3,2,17,1
137,0,125,29,57,9,20,5,8,11,29,19,14,5,1,13,1
137,0,121,24,45,5,12,13,19,5,21,13,15,6,2,18,1
137,0,120,33,64,9,26,0,1,12,24,20,11,5,2,17,1
137,0,189,34,67,3,17,31,42,12,42,21,18,3,10,19,1
137,0,125,21,47,7,17,20,26,6,35,16,14,5,5,11,1
137,0,121,29,52,12,24,5,8,11,24,26,13,5,3,9,1
137,0,108,23,54,5,15,14,17,14,33,12,16,7,3,13,1
137,0,137,23,44,7,16,24,31,9,26,17,15,8,4,16,1
137,0,166,30,63,4,9,21,26,15,27,14,10,4,9,14,1
137,0,130,18,44,12,25,26,39,8,22,14,6,7,4,16,1
137,0,133,26,60,4,18,12,14,11,18,10,5,6,1,19,1
138,0,141,24,52,12,27,11,14,5,17,12,6,2,2,18,1
138,0,156,31,59,14,28,13,15,4,23,17,8,10,6,19,1
138,0,127,19,44,6,16,25,30,9,26,10,9,3,3,13,1
138,0,138,27,54,6,14,13,17,8,24,13,8,2,4,18,1
138,0,134,24,50,6,18,17,24,9,25,12,10,1,6,19,1
138,0,113,26,55,4,16,9,13,10,22,18,6,5,4,12,1
138,2,135,28,65,6,11,9,9,13,29,13,13,6,6,14,1
138,0,135,21,50,9,20,19,23,10,20,12,5,4,2,18,1
139,0,139,24,54,8,14,14,22,11,21,17,12,8,2,20,1
139,0,144,25,49,5,20,18,25,10,23,12,11,1,2,18,1
139,0,128,22,48,9,19,18,25,9,31,15,12,2,9,18,1
139,0,132,27,52,4,12,15,20,7,29,17,12,5,2,11,1
139,0,128,21,51,5,11,19,23,12,18,15,14,11,1,13,1
139,0,169,31,66,6,12,18,23,12,25,18,9,7,5,9,1
139,0,164,36,59,16,26,10,18,11,22,23,9,8,1,11,1
139,0,170,37,65,8,21,12,14,9,26,26,4,4,2,13,1
143,0,170,34,63,9,15,16,21,16,24,15,12,7,3,21,1
143,0,115,19,45,5,18,18,26,10,27,7,14,8,2,19,1
143,0,141,27,57,8,16,12,16,9,26,13,9,5,3,16,1
143,1,157,31,65,11,34,10,22,10,35,23,15,8,5,12,1
144,0,134,30,63,9,19,8,10,15,28,20,9,7,3,14,1
144,0,122,22,48,6,17,12,14,7,25,11,11,3,11,18,1
144,0,144,31,74,5,16,14,21,22,26,15,7,11,8,16,1
144,1,143,24,53,12,26,12,20,7,25,18,17,12,1,20,1
145,1,145,24,60,9,33,17,27,16,25,8,10,2,1,20,1
145,0,128,23,56,5,17,14,18,11,20,10,5,5,6,15,1
146,0,145,27,56,12,22,10,16,9,25,16,14,10,5,13,1
146,0,132,21,53,12,25,17,22,9,26,14,13,7,1,18,1
152,0,132,21,59,8,23,20,26,16,32,8,9,5,2,16,1
152,0,111,23,49,1,12,9,11,6,32,16,15,5,3,13,1
154,0,94,19,55,1,11,14,16,17,36,6,11,4,10,15,1
134,0,150,30,62,7,20,11,20,10,33,21,20,9,7,14,1
134,0,117,19,62,2,16,19,33,26,34,10,28,7,9,18,1
135,0,119,28,49,5,15,4,8,5,27,15,11,3,4,14,1
135,0,130,25,50,4,11,17,24,9,25,16,5,3,3,19,1
136,0,128,23,52,8,20,14,20,12,23,9,12,6,2,16,1
136,0,132,22,48,7,12,17,27,9,37,12,23,4,3,18,1
136,0,131,28,50,9,17,12,16,6,25,15,10,9,2,25,1
136,0,145,32,54,7,13,8,10,7,14,15,12,12,0,12,1
136,0,141,26,54,6,16,19,20,12,29,10,11,2,4,15,1
136,0,134,21,42,2,12,26,34,5,26,12,11,4,7,18,1
136,0,147,30,54,3,10,18,25,9,30,14,12,2,9,14,1
136,0,131,21,52,1,5,26,36,13,27,8,10,5,4,19,1
136,0,156,30,66,9,20,19,26,16,32,19,16,7,3,20,1
136,0,99,20,51,5,17,13,26,10,22,9,8,9,5,8,1
136,0,143,25,50,7,21,18,24,7,24,19,14,6,7,16,1
136,0,137,26,58,5,14,21,26,16,33,11,18,6,8,19,1
136,0,137,25,56,5,23,17,24,15,18,16,9,5,5,15,1
136,0,121,25,59,6,23,6,9,10,27,9,11,8,3,12,1
136,0,149,25,46,8,18,21,30,10,25,13,16,8,5,18,1
136,0,122,23,48,10,19,17,19,11,26,15,10,3,8,15,1
137,0,124,27,59,3,16,8,16,12,28,17,9,4,4,16,1
137,0,115,22,50,9,21,5,13,7,24,14,7,4,3,11,1
137,0,116,28,53,4,23,11,17,9,30,11,12,6,0,10,1
137,0,129,24,53,7,19,11,14,9,22,13,11,9,9,14,1
137,0,133,30,49,5,12,9,13,7,25,14,12,2,3,10,1
137,0,115,23,50,5,16,14,23,7,33,12,14,6,5,17,1
137,0,145,22,52,6,18,25,37,9,25,12,8,7,1,22,1
137,0,156,40,68,3,9,6,9,15,28,21,12,6,0,17,1
137,0,144,31,53,3,9,14,21,6,32,13,10,3,3,13,1
137,0,170,32,59,10,19,12,18,14,23,14,11,2,3,20,1
137,0,135,27,65,5,18,18,24,15,22,14,11,14,6,10,1
137,0,125,22,43,6,16,15,17,4,22,13,9,6,2,12,1
137,0,141,26,57,5,16,15,18,7,25,7,10,7,2,17,1
137,0,102,17,50,8,17,16,21,14,23,7,12,10,1,16,1
137,0,115,21,46,5,13,14,18,8,26,7,17,6,1,12,1
137,0,130,22,44,5,10,18,27,10,20,11,10,6,1,14,1
138,0,143,28,64,11,20,13,18,17,24,15,11,9,4,12,1
138,0,124,24,46,6,13,9,11,8,28,13,22,6,2,13,1
138,0,158,31,56,10,20,15,22,12,28,19,11,2,5,19,1
138,0,115,22,48,7,15,8,12,7,18,9,11,9,5,14,1
138,0,115,21,55,4,15,16,21,5,31,11,12,7,4,11,1
138,0,139,25,53,9,24,14,18,9,22,13,11,6,4,17,1
138,0,134,23,45,6,9,23,29,9,23,13,14,6,8,18,1
138,0,117,23,55,10,33,4,8,10,20,13,8,4,1,16,1
139,0,118,19,50,5,15,19,23,10,23,13,15,13,5,18,1
139,0,134,28,53,10,28,18,25,13,35,13,13,4,4,12,1
139,0,123,21,62,6,24,15,23,21,23,10,7,6,4,18,1
139,0,126,25,46,4,10,11,17,5,27,12,11,2,1,19,1
139,0,129,20,54,7,15,19,31,17,24,11,10,4,3,14,1
139,0,160,33,65,8,16,13,19,11,33,16,9,4,9,8,1
139,0,118,17,43,9,18,19,25,7,18,10,9,9,1,19,1
139,0,128,24,54,7,15,15,21,12,31,8,14,2,6,15,1
143,0,126,24,59,7,27,13,15,10,32,15,11,5,9,15,1
143,0,101,21,55,9,23,6,11,11,28,15,10,9,7,11,1
143,0,147,27,56,8,17,19,27,12,23,14,11,13,1,11,1
143,0,127,27,49,5,9,5,9,7,19,5,6,4,1,13,1
144,0,145,29,57,5,15,12,14,10,25,21,13,7,3,17,1
144,0,117,24,64,1,14,11,20,20,30,13,14,9,11,14,1
144,0,192,31,64,5,10,35,37,15,24,12,6,3,4,18,1
144,1,138,26,65,7,22,14,24,22,41,18,24,4,8,13,1
145,0,140,27,60,6,16,12,15,8,22,11,6,6,3,21,1
145,0,147,21,51,4,13,31,42,14,25,10,12,4,3,20,1
146,0,147,29,63,4,14,18,24,11,30,14,8,9,3,16,1
146,0,152,24,45,4,9,30,44,8,24,15,13,9,9,19,1
152,0,126,25,56,3,11,11,14,12,30,14,17,5,8,15,1
152,0,130,28,49,2,7,11,20,6,27,9,14,7,7,14,1
154,0,126,23,56,6,14,15,21,12,31,12,11,4,11,15,1
134,0,145,27,52,8,18,11,19,6,27,10,8,6,4,19,1
134,0,121,21,46,8,14,17,25,8,25,9,7,3,0,15,1
135,0,123,26,56,8,23,8,12,14,25,17,11,3,10,16,1
135,0,151,31,49,11,21,7,12,3,19,16,10,4,1,16,1
136,0,145,29,51,9,17,14,20,12,32,13,16,2,5,21,1
136,0,124,20,55,3,17,25,28,10,31,8,5,6,3,12,1
136,0,125,26,59,5,11,7,16,8,33,18,11,7,5,19,1
136,0,156,25,51,7,14,27,33,12,30,10,14,1,3,17,1
136,0,122,23,55,8,20,10,15,11,29,14,10,6,0,16,1
136,0,130,22,42,8,18,16,20,3,23,11,13,3,3,20,1
136,0,127,31,54,4,16,13,22,12,19,14,16,20,2,13,1
136,0,117,20,58,4,15,15,19,17,24,5,9,5,4,20,1
136,0,106,20,49,5,15,9,18,10,25,12,15,9,12,18,1
136,0,127,28,55,9,20,6,9,8,21,12,9,6,3,8,1
136,0,119,26,58,6,15,7,11,20,29,16,17,6,3,16,1
136,0,123,23,59,8,22,14,21,14,30,12,18,8,3,19,1
136,0,108,25,54,4,11,10,14,10,23,17,10,10,3,15,1
136,0,115,27,52,5,11,22,31,8,32,21,8,12,5,8,1
136,0,130,35,65,8,16,10,14,13,23,15,7,11,0,17,1
136,0,128,19,49,2,20,33,41,11,26,11,11,10,1,20,1
137,0,130,19,42,7,15,22,25,7,25,16,16,2,2,11,1
137,0,134,27,46,4,11,15,21,5,23,17,11,9,3,18,1
137,0,146,21,49,6,15,30,44,7,32,15,13,5,3,18,1
137,0,126,29,61,7,21,14,23,16,27,13,8,10,2,12,1
137,0,106,16,52,8,31,17,24,11,26,10,12,8,4,12,1
137,0,145,29,55,9,23,16,21,12,26,17,9,3,3,8,1
137,0,134,29,59,9,21,9,12,5,22,19,6,4,1,13,1
137,0,121,20,42,0,6,24,30,4,31,11,17,4,9,15,1
137,0,124,21,49,7,18,14,16,8,22,12,8,4,5,13,1
137,0,127,24,52,12,22,18,21,10,31,12,11,7,4,14,1
137,0,146,31,61,9,16,12,19,11,25,19,11,7,3,19,1
137,0,103,22,57,3,15,10,16,12,31,8,10,6,6,12,1
137,0,149,24,49,11,21,19,27,6,22,18,17,10,2,14,1
137,0,165,34,71,7,15,20,25,13,31,25,10,8,7,17,1
137,0,125,24,56,6,15,16,17,11,29,15,11,5,3,11,1
137,0,148,24,50,7,18,21,33,4,20,13,5,5,4,15,1
138,0,125,27,49,9,15,11,16,3,36,13,12,4,2,20,1
138,0,138,31,55,5,9,15,18,10,19,14,9,11,2,24,1
138,0,146,23,54,5,12,23,27,14,21,9,15,9,4,17,1
138,0,131,31,60,6,20,10,11,12,29,17,12,7,0,7,1
138,0,118,26,52,4,16,14,22,14,35,14,18,10,7,14,1
138,0,131,28,53,8,11,10,16,9,29,18,18,10,4,19,1
138,0,126,18,46,4,10,26,41,14,23,7,15,10,3,16,1
138,0,146,25,50,14,28,12,18,10,20,16,15,8,6,22,1
139,0,116,19,49,7,20,21,28,7,31,9,9,7,4,20,1
139,0,152,33,59,7,18,8,12,9,22,21,13,13,5,13,1
139,0,142,21,37,10,20,26,36,6,20,13,14,7,3,18,1
139,0,110,19,45,4,13,16,20,4,28,9,12,0,2,8,1
139,0,128,24,55,5,14,17,21,15,35,11,22,7,5,11,1
139,0,150,27,55,9,23,13,18,9,21,14,12,8,4,19,1
139,0,122,22,55,9,25,10,15,13,22,12,6,4,2,10,1
139,0,153,25,49,9,18,19,26,3,19,12,9,7,2,20,1
143,0,132,27,50,3,6,14,19,10,26,14,11,3,3,11,1
143,0,143,22,52,7,13,22,26,11,21,9,8,4,3,18,1
143,0,111,21,48,4,10,15,20,7,25,4,14,11,11,17,1
143,0,130,30,67,5,12,7,9,17,30,12,8,4,8,13,1
144,0,132,20,49,7,18,24,26,5,24,8,8,3,5,17,1
144,0,112,22,57,4,15,14,23,15,20,12,10,11,3,11,1
144,0,146,28,52,4,13,17,26,9,25,10,13,7,5,19,1
144,1,172,35,71,8,23,9,17,14,24,18,10,7,1,12,1
145,0,94,19,50,5,17,12,19,11,26,8,6,9,8,11,1
145,0,136,22,59,8,20,18,23,13,27,9,12,8,9,23,1
146,0,148,29,55,2,13,25,36,11,26,8,8,10,9,23,1
146,0,138,30,65,10,19,9,13,9,26,18,11,13,5,13,1
152,0,140,22,49,9,25,19,29,11,22,10,9,8,3,23,1
152,0,117,21,53,8,24,11,20,13,24,17,10,5,3,11,1
154,0,158,28,61,8,16,18,23,15,17,18,9,9,3,22,1
134,0,135,27,47,2,9,15,19,6,36,12,14,3,1,13,1
134,0,133,29,53,4,14,12,16,6,23,16,9,4,9,14,1
135,0,150,29,51,6,15,17,22,10,18,15,10,4,4,20,1
135,1,143,24,54,5,21,25,30,10,27,13,8,2,1,14,1
136,1,170,30,66,11,24,18,20,12,22,13,9,6,2,21,1
136,0,119,22,49,3,13,13,17,4,24,12,13,10,0,14,1
136,0,122,25,49,3,12,14,18,5,25,11,10,7,5,14,1
136,0,118,19,44,6,17,17,28,9,24,9,12,4,3,15,1
136,0,135,20,55,4,13,27,35,16,26,10,12,11,8,18,1
136,0,97,22,46,7,17,6,9,6,25,15,11,8,1,8,1
136,0,171,30,56,10,19,23,25,10,32,16,14,4,2,27,1
136,1,155,27,51,6,14,20,22,6,32,12,15,5,6,20,1
136,0,155,27,54,2,13,31,38,8,29,21,8,4,4,22,1
136,0,125,31,61,4,14,11,12,9,24,18,3,12,3,13,1
136,1,142,23,59,6,17,21,27,10,30,9,11,8,9,18,1
136,1,163,31,64,9,18,12,26,9,32,16,9,7,4,26,1
136,0,130,28,57,7,17,14,17,13,28,16,12,8,6,21,1
136,0,172,31,58,5,12,20,27,10,20,17,9,6,5,24,1
136,0,126,28,62,4,23,13,16,12,34,13,11,8,10,17,1
136,0,110,26,52,10,23,13,14,6,25,13,7,9,1,15,1
137,0,127,26,47,7,14,9,16,7,24,15,12,4,12,20,1
137,0,134,17,42,2,13,38,48,9,28,9,12,7,2,16,1
137,0,142,28,54,9,23,11,21,6,30,18,6,0,3,17,1
137,0,162,25,50,9,18,26,41,7,30,13,15,5,1,28,1
137,0,168,35,55,9,17,14,16,10,24,21,9,5,5,14,1
137,0,149,32,53,0,7,16,24,14,29,17,14,2,7,14,1
137,0,105,19,50,4,15,14,21,13,27,8,15,4,7,11,1
137,0,137,27,55,6,22,11,16,15,21,19,12,8,4,20,1
137,0,149,25,45,5,13,23,28,3,24,16,8,3,0,15,1
137,0,156,33,71,4,15,9,13,21,19,15,9,7,4,19,1
137,1,152,27,51,6,16,17,23,10,25,16,17,6,2,16,1
137,0,111,19,49,8,15,12,17,5,30,10,10,6,5,20,1
137,0,153,30,56,2,14,24,31,10,27,16,12,8,3,13,1
137,0,135,29,63,5,16,13,15,13,23,17,10,11,5,13,1
137,0,129,21,40,8,17,20,25,0,28,16,7,4,5,16,1
137,0,101,23,50,6,19,12,21,11,35,17,12,4,6,17,1
138,0,142,23,52,9,20,22,28,7,29,10,11,11,2,17,1
138,0,108,19,46,7,16,10,18,11,24,12,14,7,4,16,1
138,0,106,25,58,5,20,6,9,14,24,9,6,10,5,7,1
138,0,117,22,49,6,17,16,24,10,27,14,19,9,5,18,1
138,0,144,24,54,14,28,17,21,11,19,16,4,5,2,12,1
138,0,153,28,57,7,21,17,22,10,24,17,11,9,1,20,1
138,0,107,19,44,7,16,18,24,8,30,8,6,4,2,16,1
138,0,162,29,60,11,28,16,25,14,22,15,8,1,1,17,1
139,0,145,32,65,7,18,13,18,7,21,24,6,15,8,18,1
139,0,140,30,47,11,18,14,21,5,27,19,8,2,3,11,1
139,0,168,29,66,12,26,15,21,11,26,16,14,6,1,17,1
139,0,154,27,50,8,18,16,22,10,22,11,11,6,3,15,1
139,0,117,21,47,0,9,18,26,8,29,6,16,10,4,15,1
139,0,146,27,55,6,22,23,26,18,23,15,7,2,0,14,1
139,0,137,29,53,4,14,15,23,4,26,22,3,3,3,17,1
139,0,138,30,54,5,11,13,16,6,34,13,10,3,6,16,1
143,0,134,23,48,5,12,19,25,10,19,14,7,2,4,16,1
143,0,154,28,58,8,23,18,26,10,25,19,10,8,1,25,1
143,0,147,29,58,8,21,13,18,10,30,22,12,4,5,15,1
143,0,121,26,51,6,16,11,20,8,31,18,10,1,6,16,1
144,0,157,26,50,9,19,20,22,5,26,9,9,5,4,15,1
144,0,143,24,55,4,14,22,27,15,22,8,12,5,2,19,1
144,0,144,27,49,11,20,8,10,6,20,14,13,5,1,13,1
144,0,120,21,47,5,14,14,18,7,25,13,10,5,4,16,1
145,0,114,18,48,5,15,21,28,12,25,10,7,5,5,10,1
145,1,127,24,61,6,17,10,12,13,25,11,8,3,0,15,1
146,0,114,17,49,5,22,21,22,7,23,8,8,7,3,12,1
146,0,147,31,58,7,11,6,11,17,18,8,11,2,6,14,1
152,0,116,24,43,5,12,10,13,5,23,12,13,6,4,16,1
152,0,147,29,58,2,5,14,21,11,21,9,4,4,1,17,1
154,0,114,22,53,6,19,10,10,8,26,8,10,9,4,17,1
134,0,138,26,53,3,7,19,34,6,31,20,14,6,3,19,1
134,0,184,36,80,7,23,15,23,16,27,24,7,7,6,21,1
135,0,111,20,42,7,21,9,14,3,22,13,11,4,1,14,1
135,0,158,28,62,4,16,21,33,11,20,11,5,12,2,21,1
136,0,165,32,53,5,11,24,27,12,23,13,12,8,3,23,1
136,0,109,22,48,3,8,9,16,8,27,13,10,4,3,16,1
136,0,104,16,48,4,13,20,28,5,23,11,5,5,4,13,1
136,1,131,25,61,4,10,12,21,11,27,9,9,8,5,16,1
136,0,158,25,48,11,23,23,32,10,26,10,14,5,3,18,1
136,0,113,22,54,5,16,8,13,9,13,12,6,13,2,13,1
136,0,135,28,61,3,10,20,28,13,38,15,13,7,5,18,1
136,0,131,28,66,5,24,5,7,11,28,11,11,2,2,15,1
136,0,132,27,49,5,7,8,13,12,23,14,17,2,2,18,1
136,0,134,27,47,2,6,13,18,2,15,19,7,9,4,13,1
136,1,147,28,57,6,15,13,22,8,24,16,11,5,7,17,1
136,0,119,24,69,3,18,9,11,19,33,9,13,7,5,10,1
136,0,119,20,47,10,20,10,14,7,27,10,18,4,5,17,1
136,0,107,18,38,5,13,16,21,4,22,11,17,7,7,12,1
136,0,145,36,57,11,22,10,15,8,25,22,8,8,6,10,1
136,0,133,26,56,10,23,14,21,8,30,17,10,6,4,14,1
137,0,119,18,42,8,23,22,30,3,29,9,12,8,4,14,1
137,0,141,34,54,10,21,7,14,9,31,28,11,7,3,8,1
137,0,162,30,58,7,22,19,28,11,24,16,9,5,3,13,1
137,0,135,35,69,6,16,7,10,14,32,12,5,3,5,11,1
137,0,131,27,50,9,13,12,15,10,26,16,14,7,3,17,1
137,0,112,23,55,5,15,6,6,9,16,9,9,4,2,11,1
137,0,127,19,40,9,21,18,24,4,30,9,11,5,5,19,1
137,0,133,26,57,7,18,11,19,5,30,18,9,8,3,22,1
137,0,125,23,50,9,18,16,18,8,21,10,7,9,1,14,1
137,0,129,25,57,7,24,12,16,14,26,10,9,5,6,14,1
137,0,152,29,53,7,19,14,18,3,25,11,12,9,6,12,1
137,0,140,25,53,9,22,17,30,13,27,12,13,5,3,12,1
137,0,146,26,57,6,17,21,25,11,24,11,7,5,3,10,1
137,0,130,22,49,5,16,19,27,9,22,11,12,7,1,25,1
137,0,157,25,61,2,13,29,34,15,24,9,7,9,6,17,1
137,0,158,33,61,11,27,9,12,12,24,14,9,5,1,11,1
